"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 28 21:52:59 GMT 2024","Sun Jul 28 21:52:59 GMT 2024","0","","com.example.cinema.unit.service.MovieServiceTest","","com.example.cinema.unit.service.MovieServiceTest","Should_ThrowEntityNotFoundException_WhenMovieForDeletingNotExists","[399] id=399",""
"passed","Sun Jul 28 21:52:53 GMT 2024","Sun Jul 28 21:52:53 GMT 2024","1","","com.example.cinema.unit.service.UserServiceTest","","com.example.cinema.unit.service.UserServiceTest","Should_ReturnUserList","[16] userId=16, username=Movie Name 16",""
"passed","Sun Jul 28 21:52:57 GMT 2024","Sun Jul 28 21:52:57 GMT 2024","0","","com.example.cinema.unit.service.ProjectionServiceTest","","com.example.cinema.unit.service.ProjectionServiceTest","Should_CreateNewProjection_When_ThereIsNoOverlappingProjectionInTheSameTheater","[297] id=297",""
"passed","Sun Jul 28 21:52:47 GMT 2024","Sun Jul 28 21:52:47 GMT 2024","0","","com.example.cinema.unit.controller.ProjectionControllerTest","","com.example.cinema.unit.controller.ProjectionControllerTest","Should_CreateNewProjection","[12] id=12",""
"passed","Sun Jul 28 21:52:46 GMT 2024","Sun Jul 28 21:52:46 GMT 2024","1","","com.example.cinema.unit.controller.ReservationControllerTest","","com.example.cinema.unit.controller.ReservationControllerTest","Should_ListAllActiveReservations","[198] id=198",""
"passed","Sun Jul 28 21:52:59 GMT 2024","Sun Jul 28 21:52:59 GMT 2024","0","","com.example.cinema.unit.service.MovieServiceTest","","com.example.cinema.unit.service.MovieServiceTest","Should_ReturnMovieList","[195] id=195, name=Movie Name 195",""
"passed","Sun Jul 28 21:34:10 GMT 2024","Sun Jul 28 21:34:11 GMT 2024","250","","com.example.cinema.integration.MovieControllerTest","","com.example.cinema.integration.MovieControllerTest","Should_ReturnNotFound_When_IdForDeletingDoesNotExist","[341] id=1340",""
"passed","Sun Jul 28 21:53:03 GMT 2024","Sun Jul 28 21:53:03 GMT 2024","1","","com.example.cinema.unit.service.ReservationServiceTest","","com.example.cinema.unit.service.ReservationServiceTest","Should_ReturnReservationWithGivenId_WhenReservationExists","[129] id=129",""
"passed","Sun Jul 28 21:52:55 GMT 2024","Sun Jul 28 21:52:55 GMT 2024","0","","com.example.cinema.unit.service.ProjectionServiceTest","","com.example.cinema.unit.service.ProjectionServiceTest","Should_ReturnProjectionList","[182] id=182",""
"passed","Sun Jul 28 21:50:33 GMT 2024","Sun Jul 28 21:50:33 GMT 2024","270","","com.example.cinema.integration.ProjectionControllerTest","","com.example.cinema.integration.ProjectionControllerTest","Should_ReturnNotFound_When_IdDoesNotExist","[55] id=1054",""
"passed","Sun Jul 28 21:52:43 GMT 2024","Sun Jul 28 21:52:43 GMT 2024","0","","com.example.cinema.unit.controller.MovieControllerTest","","com.example.cinema.unit.controller.MovieControllerTest","Should_CreateNewMovie","[97] id=97, name=Movie Name 97",""
"passed","Sun Jul 28 21:53:03 GMT 2024","Sun Jul 28 21:53:03 GMT 2024","0","","com.example.cinema.unit.service.ReservationServiceTest","","com.example.cinema.unit.service.ReservationServiceTest","Should_ReturnReservationWithGivenId_WhenReservationExists","[260] id=260",""
"passed","Sun Jul 28 21:53:03 GMT 2024","Sun Jul 28 21:53:03 GMT 2024","0","","com.example.cinema.unit.service.ReservationServiceTest","","com.example.cinema.unit.service.ReservationServiceTest","Should_ThrowBusinessLogicException_When_UserReachedMaximumNumberOfReservations","[64] id=64",""
"passed","Sun Jul 28 21:52:48 GMT 2024","Sun Jul 28 21:52:48 GMT 2024","0","","com.example.cinema.unit.controller.ProjectionControllerTest","","com.example.cinema.unit.controller.ProjectionControllerTest","Should_ListAllProjections","[209] id=209",""
"passed","Sun Jul 28 21:52:57 GMT 2024","Sun Jul 28 21:52:57 GMT 2024","0","","com.example.cinema.unit.service.MovieServiceTest","","com.example.cinema.unit.service.MovieServiceTest","Should_ThrowEntityNotFoundException_WhenMovieForUpdatingNotExists","[33] id=33",""
"passed","Sun Jul 28 21:52:53 GMT 2024","Sun Jul 28 21:52:53 GMT 2024","0","","com.example.cinema.unit.service.UserServiceTest","","com.example.cinema.unit.service.UserServiceTest","Should_ReturnUserWithGivenId_WhenUserExists","[226] id=226",""
"passed","Sun Jul 28 21:42:49 GMT 2024","Sun Jul 28 21:42:50 GMT 2024","259","","com.example.cinema.integration.ReservationControllerTest","","com.example.cinema.integration.ReservationControllerTest","Should_ReturnNotFound_When_IdForDeletingDoesNotExist","[366] id=1365",""
"passed","Sun Jul 28 21:53:03 GMT 2024","Sun Jul 28 21:53:03 GMT 2024","0","","com.example.cinema.unit.service.ReservationServiceTest","","com.example.cinema.unit.service.ReservationServiceTest","Should_ThrowEntityNotFoundException_When_ReservationForCancelingDoesNotExist","[176] id=176",""
"passed","Sun Jul 28 21:53:02 GMT 2024","Sun Jul 28 21:53:02 GMT 2024","0","","com.example.cinema.unit.service.ReservationServiceTest","","com.example.cinema.unit.service.ReservationServiceTest","Should_CreateNewReservation","[287] id=287",""
"passed","Sun Jul 28 21:52:42 GMT 2024","Sun Jul 28 21:52:42 GMT 2024","0","","com.example.cinema.unit.controller.MovieControllerTest","","com.example.cinema.unit.controller.MovieControllerTest","Should_ReturnMovieDtoWithGivenId","[214] id=214, name=Movie Name 214",""
"passed","Sun Jul 28 21:52:47 GMT 2024","Sun Jul 28 21:52:47 GMT 2024","0","","com.example.cinema.unit.controller.ProjectionControllerTest","","com.example.cinema.unit.controller.ProjectionControllerTest","Should_DeleteProjectionWithGivenId","[40] id=40",""
"passed","Sun Jul 28 21:53:03 GMT 2024","Sun Jul 28 21:53:03 GMT 2024","0","","com.example.cinema.unit.service.ReservationServiceTest","","com.example.cinema.unit.service.ReservationServiceTest","Should_ThrowBusinessLogicException_When_UserReachedMaximumNumberOfReservations","[311] id=311",""
"passed","Sun Jul 28 21:52:43 GMT 2024","Sun Jul 28 21:52:43 GMT 2024","0","","com.example.cinema.unit.controller.MovieControllerTest","","com.example.cinema.unit.controller.MovieControllerTest","Should_UpdateMovie","[454] id=454, name=Movie Name 454",""
"passed","Sun Jul 28 21:53:01 GMT 2024","Sun Jul 28 21:53:01 GMT 2024","0","","com.example.cinema.unit.service.ReservationServiceTest","","com.example.cinema.unit.service.ReservationServiceTest","Should_ReturnActiveReservationListForUser","[235] id=235",""
"passed","Sun Jul 28 21:53:00 GMT 2024","Sun Jul 28 21:53:00 GMT 2024","0","","com.example.cinema.unit.service.MovieServiceTest","","com.example.cinema.unit.service.MovieServiceTest","Should_ReturnMovieWithGivenId_WhenMovieExists","[90] id=90",""
"passed","Sun Jul 28 21:52:57 GMT 2024","Sun Jul 28 21:52:57 GMT 2024","0","","com.example.cinema.unit.service.ProjectionServiceTest","","com.example.cinema.unit.service.ProjectionServiceTest","Should_ReturnProjectionWithGivenId_WhenProjectionExists","[289] id=289",""
"passed","Sun Jul 28 21:52:54 GMT 2024","Sun Jul 28 21:52:54 GMT 2024","0","","com.example.cinema.unit.service.UserServiceTest","","com.example.cinema.unit.service.UserServiceTest","Should_ThrowObjectAlreadyExistsException_When_UsernameAlreadyExists","[78] userId=78, username=Movie Name 78, email=78@mail.com",""
"passed","Sun Jul 28 21:52:58 GMT 2024","Sun Jul 28 21:52:58 GMT 2024","0","","com.example.cinema.unit.service.MovieServiceTest","","com.example.cinema.unit.service.MovieServiceTest","Should_ThrowBusinessLogicException_WhenMovieForDeletingCurrentlyHaveActiveProjection","[46] id=46",""
"passed","Sun Jul 28 21:52:56 GMT 2024","Sun Jul 28 21:52:56 GMT 2024","0","","com.example.cinema.unit.service.ProjectionServiceTest","","com.example.cinema.unit.service.ProjectionServiceTest","Should_ThrowBusinessLogicException_When_ThereAreOverlappingProjectionInTheSameTheater","[310] id=310",""
"passed","Sun Jul 28 21:53:01 GMT 2024","Sun Jul 28 21:53:01 GMT 2024","0","","com.example.cinema.unit.service.ReservationServiceTest","","com.example.cinema.unit.service.ReservationServiceTest","Should_ReturnActiveReservationListForUser","[39] id=39",""
"passed","Sun Jul 28 21:52:41 GMT 2024","Sun Jul 28 21:52:41 GMT 2024","1","","com.example.cinema.unit.controller.MovieControllerTest","","com.example.cinema.unit.controller.MovieControllerTest","Should_ListAllMovies","[367] id=367, name=Movie Name 367",""
"passed","Sun Jul 28 21:52:55 GMT 2024","Sun Jul 28 21:52:55 GMT 2024","0","","com.example.cinema.unit.service.ProjectionServiceTest","","com.example.cinema.unit.service.ProjectionServiceTest","Should_ThrowBusinessLogicException_When_StartDateAndTimeAreInThePast","[236] id=236",""
"passed","Sun Jul 28 21:52:59 GMT 2024","Sun Jul 28 21:52:59 GMT 2024","0","","com.example.cinema.unit.service.MovieServiceTest","","com.example.cinema.unit.service.MovieServiceTest","Should_ReturnMovieList","[491] id=491, name=Movie Name 491",""
"passed","Sun Jul 28 21:52:39 GMT 2024","Sun Jul 28 21:52:39 GMT 2024","1","","com.example.cinema.unit.controller.TheaterControllerTest","","com.example.cinema.unit.controller.TheaterControllerTest","Should_ReturnTheaterDtoWithGivenId","[286] id=286, name=Movie Name 286",""
"passed","Sun Jul 28 21:45:58 GMT 2024","Sun Jul 28 21:45:59 GMT 2024","303","","com.example.cinema.integration.ProjectionControllerTest","","com.example.cinema.integration.ProjectionControllerTest","Should_ReturnNotFound_When_IdForDeletingDoesNotExist","[68] id=1067",""
"passed","Sun Jul 28 21:53:00 GMT 2024","Sun Jul 28 21:53:00 GMT 2024","1","","com.example.cinema.unit.service.MovieServiceTest","","com.example.cinema.unit.service.MovieServiceTest","Should_ThrowBusinessLogicException_WhenMovieForUpdatingCurrentlyHaveActiveProjection","[236] id=236",""
"passed","Sun Jul 28 21:52:54 GMT 2024","Sun Jul 28 21:52:54 GMT 2024","0","","com.example.cinema.unit.service.UserServiceTest","","com.example.cinema.unit.service.UserServiceTest","Should_ThrowObjectAlreadyExistsException_When_UsernameAlreadyExists","[149] userId=149, username=Movie Name 149, email=149@mail.com",""
"passed","Sun Jul 28 21:53:03 GMT 2024","Sun Jul 28 21:53:03 GMT 2024","0","","com.example.cinema.unit.service.ReservationServiceTest","","com.example.cinema.unit.service.ReservationServiceTest","Should_ThrowBusinessLogicException_When_UserReachedMaximumNumberOfReservations","[150] id=150",""
"passed","Sun Jul 28 21:52:58 GMT 2024","Sun Jul 28 21:52:58 GMT 2024","0","","com.example.cinema.unit.service.MovieServiceTest","","com.example.cinema.unit.service.MovieServiceTest","Should_ReturnDeletedMovieId_WhenMovieForDeletingDoesNotHaveActiveProjection","[142] id=142",""
"passed","Sun Jul 28 21:52:48 GMT 2024","Sun Jul 28 21:52:48 GMT 2024","1","","com.example.cinema.unit.controller.ProjectionControllerTest","","com.example.cinema.unit.controller.ProjectionControllerTest","Should_ListAllProjections","[130] id=130",""
"passed","Sun Jul 28 21:52:54 GMT 2024","Sun Jul 28 21:52:54 GMT 2024","1","","com.example.cinema.unit.service.UserServiceTest","","com.example.cinema.unit.service.UserServiceTest","Should_ThrowObjectAlreadyExistsException_When_UsernameAlreadyExists","[128] userId=128, username=Movie Name 128, email=128@mail.com",""
"passed","Sun Jul 28 21:53:01 GMT 2024","Sun Jul 28 21:53:01 GMT 2024","0","","com.example.cinema.unit.service.ReservationServiceTest","","com.example.cinema.unit.service.ReservationServiceTest","Should_ThrowEntityNotFoundException_WhenMovieNotExists","[438] id=438",""
"passed","Sun Jul 28 21:52:49 GMT 2024","Sun Jul 28 21:52:49 GMT 2024","0","","com.example.cinema.unit.controller.ProjectionControllerTest","","com.example.cinema.unit.controller.ProjectionControllerTest","Should_ListAllAvailableProjections","[196] id=196",""
"passed","Sun Jul 28 21:41:59 GMT 2024","Sun Jul 28 21:41:59 GMT 2024","260","","com.example.cinema.integration.ReservationControllerTest","","com.example.cinema.integration.ReservationControllerTest","Should_ReturnNotFound_When_IdForDeletingDoesNotExist","[173] id=1172",""
"passed","Sun Jul 28 21:53:03 GMT 2024","Sun Jul 28 21:53:03 GMT 2024","0","","com.example.cinema.unit.service.ReservationServiceTest","","com.example.cinema.unit.service.ReservationServiceTest","Should_ThrowBusinessLogicException_When_UserReachedMaximumNumberOfReservations","[52] id=52",""
"passed","Sun Jul 28 21:53:02 GMT 2024","Sun Jul 28 21:53:02 GMT 2024","0","","com.example.cinema.unit.service.ReservationServiceTest","","com.example.cinema.unit.service.ReservationServiceTest","Should_ThrowBusinessLogicException_When_ReservationForCancelingIsIn2HoursOrLess","[61] id=61",""
